,endTime,artistName,trackName,msPlayed,artist_uri,album_uri,track_uri,listen_count
2564,2021-06-03 01:37,Pleasurekraft,Anubis,20760,spotify:artist:4ipS3ZbqP46bs124yqp9N4,spotify:album:6OukScRwBl5tpaY6IB6uzI,spotify:track:4TnomVEcAWjtcfABx8cr1K,2.0
2565,2021-06-03 23:31,Pleasurekraft,Anubis,8651,spotify:artist:4ipS3ZbqP46bs124yqp9N4,spotify:album:6OukScRwBl5tpaY6IB6uzI,spotify:track:4TnomVEcAWjtcfABx8cr1K,2.0
2566,2021-06-03 23:35,Danijel Kostic,Vinternatt Nora en Pure Sons of Maria Remix Edit,218673,spotify:artist:6IVty9rntaRadRRv0Mxr61,spotify:album:1XDVX2LBO1LoA2jsi1e1Nt,spotify:track:3nKOUMxsfm7UBnucSHnyrw,32.0
2567,2021-06-03 23:42,Mees Salomé,Ya Amar,350163,spotify:artist:3vcY5vaGqSQF6UA9N2iC4L,spotify:album:58FAxkf96VL8hiFQkvKLDR,spotify:track:4vmhStXOHxz8pYDK5obWqW,1.0
2568,2021-06-03 23:50,Jody Wisternoff,For All Time Extended Mix,464879,spotify:artist:5gTVJRQmuS88nOhhdHqErL,spotify:album:1w4AvL51OWxQImDhYqxlNY,spotify:track:4W6JVMAInvZodDQ6mxuu5C,1.0
2569,2021-06-03 23:53,Mahalo,Easy To Love (feat. Vivaswan),165982,spotify:artist:1SeU8Y2rEUpEoeWmUCdQIR,spotify:album:205jIJLJrKkqaFRKi2NkEg,spotify:track:1A5ruaZ1jyBM3pyRawGRIs,2.0
2570,2021-06-03 23:58,Dezza,All I Need,238773,spotify:artist:3p7y4jD6cIfONGyx6xaFik,spotify:album:32xjdIJ0SdnMKAhqDgbH3R,spotify:track:3b6tG18t0QGIvU9UflSav8,1.0
2571,2021-06-04 00:03,Tinlicker,Dream With Somebody,216646,spotify:artist:5EmEZjq8eHEC6qFnT63Lza,spotify:album:0m0DnLhiAZIEC77QejY4BW,spotify:track:4SErnGGqWKWguljxnMNLg6,2.0
2572,2021-06-04 00:10,Spada,Solarium,311896,spotify:artist:2hPCF7VDHhihvNdobslOHw,spotify:album:6MWMogjWlUeFk5pGplLQu7,spotify:track:3aWuVEZQdUf418RWCyvyw8,1.0
2573,2021-06-04 00:14,Me & My Toothbrush,Forgiveness,238647,spotify:artist:5X83BYTRaFGSoKLknnIpWz,spotify:album:5DCGV64cKxTb7opyJ1lSRl,spotify:track:4IdPjAqD8Kp3t1dx8EhNbH,1.0
2574,2021-06-04 00:20,Tube & Berger,CURE Original Mix,337560,spotify:artist:32wcuqRxZuBY5HbH1bWa8h,spotify:album:7GFVR63TFnctuhjVQi5t8S,spotify:track:6OlWIlmuK9adFYtY1FrFRi,1.0
2575,2021-06-04 00:26,Monkey Safari,Shelter,374149,spotify:artist:5zovXI5By2gUhdr7EByjLa,spotify:album:1Q0e9Bvfvrtps35ANnR2Tb,spotify:track:0jfpmgv0qQBynaWu2zxWPK,1.0
2576,2021-06-04 00:30,Anden,September,253908,spotify:artist:7CO6M2cT1lbumazmOjKnxF,spotify:album:2mU3eP2O3JAIv8mFKzaqyP,spotify:track:0Uvzn3EVCycIrZN859bRu0,1.0
2577,2021-06-04 00:34,Sir Felix,Maybe Nora en Pure Radio Vocal Mix,205447,spotify:artist:3jUtu6ALbeVTfpZqn9ccgc,spotify:album:7HSyuijAHMNcKWfkm7RbWk,spotify:track:3dnRAzwyNeC1exrbamaJwv,4.0
2578,2021-06-04 00:41,Lexer,Fine Again,444119,spotify:artist:2vDXLZ9mI3CdTPPIzFUKlY,spotify:album:2WyRPjfrguhpagRJJVA6Hd,spotify:track:72Uff7sy3JNbu63Czlgfqs,1.0
2579,2021-06-04 00:45,Sons Of Maria,Break Through,211106,spotify:artist:2SfhiNVhk8w8xCQ89P3NPU,spotify:album:7qpxZKAwv4vJ72ugbyQGgS,spotify:track:4LeEqTpLRLQ84OBwsLKUol,2.0
2580,2021-06-04 00:53,Tube & Berger,Imprint of Pleasure,442627,spotify:artist:32wcuqRxZuBY5HbH1bWa8h,spotify:album:5yr4Rq5rmmafQApx0WvxY7,spotify:track:0ikhyMXGBKSx8Yb18h7prS,9.0
2581,2021-06-04 00:56,Redondo,Inner Room,184320,spotify:artist:3T0HSMgUpuH1hXbT1JPwQF,spotify:album:31OiZkhytCDDwYNlJ7SAQz,spotify:track:4Z4g6FeDz3DFQPBpPXLbcv,2.0
2582,2021-06-04 00:59,Sound Quelle,Chanunpa,223750,spotify:artist:5mdTuNl23tON1WlsVbvD18,spotify:album:0QL3kXRoYgXPgmo7ugKfh1,spotify:track:2Wod4spzyZ66y0jUNlkokS,1.0
2583,2021-06-04 01:06,Stoto,Still Cant Sleep re-mastered,372019,spotify:artist:41kcR4JVrpn1xifg8lM2Fu,spotify:album:66BjO16RjKLLohIOsfCpnx,spotify:track:7MORT09KQpyPMfQgKAhhDJ,2.0
2584,2021-06-04 01:12,Lstn,Called,364137,spotify:artist:0OO1zgX3CUfJQwoOEBSKSp,spotify:album:4pT6jidjPodWkfoVSEHViq,spotify:track:3KtxQAgNxCEINXNgVuzsun,1.0
2585,2021-06-04 01:16,Luttrell,What You Are Edit,238610,spotify:artist:4EOyJnoiiOJ4vuNhSBArB2,spotify:album:6U6oAnHHiwftUfbAlk8mvR,spotify:track:02T3FgGqoAA7fI1daMwvcN,1.0
2586,2021-06-04 01:19,Space Jump Salute,True Kydus Remix,210718,spotify:artist:6eRIttlGmlWB7UC3UQGWnC,spotify:album:0rCwAG11QoHvrlJcOuhjbf,spotify:track:7IIHEx0kOMLEitFssIgwLf,1.0
2587,2021-06-04 01:27,Sir Felix,Hope Nora en Pure Remix,449125,spotify:artist:3jUtu6ALbeVTfpZqn9ccgc,spotify:album:6Xtp4658rwMqpeC6AVMyS2,spotify:track:1zdiOesRh63cNOR37gouzh,2.0
2588,2021-06-04 01:31,Jerro,Foreign Woods (ABGT284),272970,spotify:artist:1WHFu22zN1C6F11Z1rt12K,spotify:album:0x8WWFJeD2wzxImrl3qto0,spotify:track:4eHNzu7Fi6NThurmkuj50d,1.0
2589,2021-06-04 01:34,Zonderling,No Good,170902,spotify:artist:0bMKf3lIYR9GaNTdFKkTOr,spotify:album:6gqFYVhmJmiteIJTJPfRPC,spotify:track:5o0eUxrcE7B7htlnRRZoWF,3.0
2590,2021-06-04 01:37,Nora Van Elken,Be With You,190736,spotify:artist:04m3oUGzjO3EJTQidFzTgM,spotify:album:4zQAYfRBSnxYEaisWlt5SL,spotify:track:1ULTtnOZnoIRmDCE1BrG4m,2.0
2591,2021-06-04 01:42,Spencer Brown,Will I Ever Find Love,291466,spotify:artist:4L9PX6lwPWo2NeuXL9kyJK,spotify:album:26medpL8stPGWfE0xRuJT2,spotify:track:2HYr8LZRlJKEfMbIgT0365,1.0
2592,2021-06-04 01:46,Jan Blomqvist,The Space In Between,206004,spotify:artist:5wMlMjOLeJfS5DfxqGfm83,spotify:album:3ZUWJDZMPXc7e3UArYU357,spotify:track:6QcU4iwfLjjsrW7zsqyc1D,6.0
2593,2021-06-04 01:48,Sans Souci,Take My Breath Away,140984,spotify:artist:659AKqao14TDh7PNu5qDIZ,spotify:album:5CwmqSDdzslU0hlLcQJjsW,spotify:track:5raUbzfUWNrnNht80iN3sb,2.0
2594,2021-06-04 02:07,Sans Souci,Take My Breath Away,4020,spotify:artist:659AKqao14TDh7PNu5qDIZ,spotify:album:5CwmqSDdzslU0hlLcQJjsW,spotify:track:5raUbzfUWNrnNht80iN3sb,2.0
2595,2021-06-04 02:10,Oliver Heldens,Never Look Back (feat. Syd Silvair),208307,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:3XUr59qWnza9u0SFPXE65N,spotify:track:6uTxQDrjjKwyugx6ggjTmA,10.0
2596,2021-06-04 02:13,Oliver Heldens,Details (feat. Boy Matthews),156912,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:38Q9J9v3NfWSMgGk2u0RpW,spotify:track:5fYN8kPYyAWWJUBX57vmXb,3.0
2597,2021-06-04 02:16,Oliver Heldens,Fire In My Soul,175253,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:06TsYXlEgyZa8Z8DkguJy5,spotify:track:0M0FvSNRZmDz0Z769rewlI,7.0
2598,2021-06-04 02:27,Oliver Heldens,Break This Habit,172733,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:2lyTBmkcPRsp3kitJSEjNK,spotify:track:410sU1dPbilSPUqx9A6Ir1,3.0
2599,2021-06-04 02:29,Oliver Heldens,Gecko (Overdrive),165440,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:4cJyCdYZKnIhxQCSymU2ES,spotify:track:483XiZ5o13Cc1zoWV7jGml,2.0
2600,2021-06-04 02:32,Oliver Heldens,Lift Me Up (feat. Carla Monroe),177120,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:1Ni9k0BcpXn2cUWsquLqLV,spotify:track:0vK80mtYypq4dAwQelZ2Dh,4.0
2601,2021-06-04 02:36,Oliver Heldens,Riverside 2099,234533,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:4JoKJiPMDmMuF8SHj4j47N,spotify:track:4gCeoAADi0gWPVbwLhhuqq,3.0
2602,2021-06-04 02:41,HI-LO,Saw of Olympus,272220,spotify:artist:0ETJQforv5OXgDgidQv9qd,spotify:album:3vBR2vYlNvcqwYdpUfzsOn,spotify:track:0VnV4QbuGplPbXsFBJpX8y,37.0
2603,2021-06-04 02:45,HI-LO,Check,268305,spotify:artist:0ETJQforv5OXgDgidQv9qd,spotify:album:1XeSZoR9H4y4tA86XvpmGN,spotify:track:3KJzXCl1kj0sTEd2sEX9jf,15.0
2604,2021-06-04 02:50,HI-LO,HADES,303621,spotify:artist:0ETJQforv5OXgDgidQv9qd,spotify:album:2fsAnho0Jxj4Bdo6HKr4HZ,spotify:track:2Ntrial8l1h53OQKVuqqmn,12.0
2605,2021-06-04 02:51,Oliver Heldens,Summer Lover (feat. Devin Nile Rodgers),61240,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:4pQNg7e4O3XJ8tuVpuslGM,spotify:track:0JIcWmxwEpv740agHLbVB5,3.0
2606,2021-06-04 02:55,Oliver Heldens,Koala,264759,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:02HK6sMyGpa7EdjE2KEUMx,spotify:track:3Af7K6rJ85E9eS0yy8eRNA,7.0
2607,2021-06-04 03:00,Oliver Heldens,Freedom for my People,297054,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:43Izsae53Gq995HRWRDoTu,spotify:track:7wOirxr2EhVVFeG8Rs0Jnx,2.0
2608,2021-06-04 03:56,Oliver Heldens,Koala,195690,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:02HK6sMyGpa7EdjE2KEUMx,spotify:track:3Af7K6rJ85E9eS0yy8eRNA,7.0
2609,2021-06-04 03:59,Tiësto,The Right Song,205440,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,spotify:album:2uwSRJNAi1MdQwKl9UOILf,spotify:track:59yxjfkqhOPacjiolBHQDC,4.0
2610,2021-06-04 04:02,Oliver Heldens,The G.O.A.T.,201914,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:3WNP6JVlFZke5TwAToMtkh,spotify:track:1hUmqRBZpseNjByPAEW6AJ,3.0
2611,2021-06-04 04:05,Oliver Heldens,Somebody (feat. Bright Sparks),158881,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:0ygFVpehqm4AR3ecVbUgOD,spotify:track:1ORAg938DItaLIakaCQXPV,3.0
2612,2021-06-04 04:09,Oliver Heldens,Take A Chance,220810,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:0uBardGEMaVtAwXv8lsKYP,spotify:track:2Xf6k7niuuyfY1aiHTe52d,2.0
2613,2021-06-04 04:14,Oliver Heldens,Zapdos,1950,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:23bAkNTxRBLF14pkj170yi,spotify:track:7AgIpoQknk6exubHrY7ij9,3.0
2614,2021-06-04 04:14,Tiësto,Wombass,238990,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,spotify:album:4fb7waBlbxdo27oW09QrUg,spotify:track:6etVFDSbFabj0tPY10MAXR,6.0
2615,2021-06-04 04:15,Oliver Heldens,Zapdos,77154,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:23bAkNTxRBLF14pkj170yi,spotify:track:7AgIpoQknk6exubHrY7ij9,3.0
2616,2021-06-04 04:15,Oliver Heldens,What The Funk (feat. Danny Shah) Steve Aoki Remix,375,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:4Qq3Cm4Nxx9dleWA1Vr1zp,spotify:track:11QPUoy6AH0POlX1RgrEsn,3.0
2617,2021-06-04 04:15,Oliver Heldens,Bunnydance,945,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:1srYis9nCRx7XqGoQPVVlN,spotify:track:46FG2rfPkw7FhFs89z3MOZ,2.0
2618,2021-06-04 04:18,Zeds Dead,You Know,197417,spotify:artist:67qogtRNI0GjUr8PlaG6Zh,spotify:album:6r41CMBKSxirkmFxBUEZLC,spotify:track:3f112WpuQSaVSIA6eA3PID,2.0
2619,2021-06-04 04:20,CHIC,Le Freak Oliver Heldens Remix,100027,spotify:artist:0Xf8oDAJYd2D0k3NLI19OV,spotify:album:6on25kWyoEI0cFSX6ztLa1,spotify:track:0BOoghyiRci1ANsQba1FKS,3.0
2620,2021-06-04 04:21,ITZY,TING TING TING (with Oliver Heldens),81868,spotify:artist:2KC9Qb60EaY0kW4eH68vr3,spotify:album:2gertXS08whDTzBWfmewPO,spotify:track:7ADlvg3uIjCvItqeJPgDbu,2.0
2621,2021-06-04 04:21,Glass Animals,Heat Waves Oliver Heldens Remix,4015,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,spotify:album:57j3jda1XAM1xFdVamdVue,spotify:track:6yvdWGtowJa7ffgc1UR5SF,12.0
2622,2021-06-04 04:22,Oliver Heldens,Shades Of Grey,806,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:1NDchcAdIUubJ6BZtR5rIp,spotify:track:1mnJ5S9exO5yzkA1eiSq1v,2.0
2623,2021-06-04 04:22,Oliver Heldens,Melody,774,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:3Oalgg5eo0p3U1vyR1ynYS,spotify:track:5Qxw0150DBPE5HErLTrxgs,4.0
2624,2021-06-04 04:22,Oliver Heldens,Waiting,3876,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:09y8F8tMohVx0bH5Ss1hda,spotify:track:4kPrcceniY2kYb6zRF1vz6,2.0
2625,2021-06-04 04:22,Oliver Heldens,Flamingo,969,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:0nMTI3BwTLiwkVkPk1bIRs,spotify:track:49HhxOiGkOyShSuoJVIiWz,3.0
2626,2021-06-04 04:22,Oliver Heldens,Cucumba,528,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:4MvNtmOxtodKjp7FsVmscN,spotify:track:50JXRlI4j4Fkh6PT9vUYsn,3.0
2627,2021-06-04 04:22,Oliver Heldens,Aquarius,16301,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:3gURTCIlmjaSM9PF4UOjrn,spotify:track:2fULWSOZgRtPoPZs0leeZV,3.0
2628,2021-06-04 04:24,Oliver Heldens,I Dont Wanna Go Home,158183,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:1S4lByigxEfgMc4aP0Tbw9,spotify:track:0YnN9IJPhKR0HGDVG5ebtf,4.0
2629,2021-06-04 04:24,Oliver Heldens,Ghost (feat. RUMORS),2096,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:3aJW3MQWHWxE7JeoXCi54S,spotify:track:5dvNnAuAk1qM2WtXb5cL1c,2.0
2630,2021-06-04 04:25,Oliver Heldens,Juggernaut,3662,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:7ICrAuJdLCFFHN8EpPOer8,spotify:track:2mahYptfoUatLejXpAPyDT,2.0
2632,2021-06-04 04:25,Oliver Heldens,King Kong (HI-LO Touch),1565,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:1d5fv5uUr1QjjkwHJdXcao,spotify:track:2eHOZfX7vxk7CRWQLeSLML,8.0
2634,2021-06-04 04:29,Oliver Heldens,King Kong (HI-LO Touch),49932,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:1d5fv5uUr1QjjkwHJdXcao,spotify:track:2eHOZfX7vxk7CRWQLeSLML,8.0
2635,2021-06-04 04:32,Oliver Heldens,MHATLP HI-LO Radio Edit,173568,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:1toeBlo2mO8nSla43793dB,spotify:track:12CDKdiJDLB77c9DjAPQmC,4.0
2636,2021-06-04 04:32,Oliver Heldens,Pikachu,1689,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:3J2pFVR8JcejwQeXqC4tLA,spotify:track:3rU68VSA15u1jfmgDDDlpt,2.0
2637,2021-06-04 04:32,Oliver Heldens,Space Sheep,1402,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:7DpAwg77J984hoizGsKfds,spotify:track:3EpcXv37FtMkrw0h54MtYL,3.0
2638,2021-06-04 04:32,Oliver Heldens,Rave Machine,886,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:4UVRZ9sc9GlRrenphV4CL5,spotify:track:02gyh6cjxDBWlgZtktDLVh,2.0
2639,2021-06-04 04:36,Oliver Heldens,Good Life (feat. Ida Corr),0,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:4NW2OvHcpHZ600E5hKwIMo,spotify:track:4uRko7gPvNIF2pz1Iubgid,3.0
2640,2021-06-04 04:36,Steve Aoki,"$4,000,000 (feat. Ma$e Big Gigantic) (feat. Ma$e Big Gigantic) Oliver Heldens Remix",1192,spotify:artist:77AiFEVeAVj2ORpC85QVJs,spotify:album:65bfx4vWwt7dHlFEqkdqCM,spotify:track:6zoTMGQKOFr7qkxeiUK12P,3.0
2641,2021-06-04 04:36,Oliver Heldens,Ibiza 77 (Can You Feel It),223271,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:3llCG60OStSaLpYc9iPdCi,spotify:track:1X59O31cFbNk9dlI2rUK79,2.0
2642,2021-06-04 04:39,Oliver Heldens,Good Life (feat. Ida Corr),184861,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:4NW2OvHcpHZ600E5hKwIMo,spotify:track:4uRko7gPvNIF2pz1Iubgid,3.0
2643,2021-06-04 04:39,Steve Aoki,"$4,000,000 (feat. Ma$e Big Gigantic) (feat. Ma$e Big Gigantic) Oliver Heldens Remix",21328,spotify:artist:77AiFEVeAVj2ORpC85QVJs,spotify:album:65bfx4vWwt7dHlFEqkdqCM,spotify:track:6zoTMGQKOFr7qkxeiUK12P,3.0
2644,2021-06-04 04:40,Oliver Heldens,Striker,9562,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:23LHQafbHfKv1pWzP8BuPt,spotify:track:4ywLNfkJacqU99WtPSQuSP,1.0
2645,2021-06-04 04:40,Julian Calor & Oliver Heldens,Triumph Oliver Heldens Big Room Mix,1270,spotify:artist:3oXeB9RaODFn99qKYrR9XA,spotify:album:4zkdlDaP2PJ0nN0x7rxm8j,spotify:track:1zF4q5elvk7y9CXmsqCR1W,2.0
2646,2021-06-04 04:40,Sander van Doorn,THIS,72558,spotify:artist:22bukBZvUppuwQwmDz75Gz,spotify:album:6M1MEePc9sNpTnFs9wLvaV,spotify:track:35AwRYvMsQzErN1rsX2iSU,2.0
2647,2021-06-04 04:45,HI-LO,Saw of Olympus,272221,spotify:artist:0ETJQforv5OXgDgidQv9qd,spotify:album:3vBR2vYlNvcqwYdpUfzsOn,spotify:track:0VnV4QbuGplPbXsFBJpX8y,37.0
2648,2021-06-04 04:48,Maddix,In My Body,182185,spotify:artist:0RMeG9M8QFzss9bAbq99KA,spotify:album:2eNQ3qdNQGtajMw7os1eYC,spotify:track:7GGavbA7R5Ex3WL4JX1ATN,1.0
2649,2021-06-04 04:52,Sander van Doorn,Golden (feat. Blondfire),209016,spotify:artist:22bukBZvUppuwQwmDz75Gz,spotify:album:3lUeNPdccSYi4LK4pLvBiv,spotify:track:1he0nibCzlDvB96EoJbbIZ,2.0
2650,2021-06-04 05:47,Pickle,Journey,146800,spotify:artist:3RuyFkjMNXXXabK3bH5DQt,spotify:album:0da81lurLzCIjqErPem52y,spotify:track:0ubvkQqkvL5v1dnujZcvmd,3.0
2651,2021-06-04 12:30,Pickle,Journey,20100,spotify:artist:3RuyFkjMNXXXabK3bH5DQt,spotify:album:0da81lurLzCIjqErPem52y,spotify:track:0ubvkQqkvL5v1dnujZcvmd,3.0
2652,2021-06-04 12:33,Oliver Heldens,Never Look Back (feat. Syd Silvair),208307,spotify:artist:5nki7yRhxgM509M5ADlN1p,spotify:album:3XUr59qWnza9u0SFPXE65N,spotify:track:6uTxQDrjjKwyugx6ggjTmA,10.0
2653,2021-06-05 12:17,Firebeatz,Show The Way,16152,spotify:artist:53YSn9tHwGJ6bq5P0gGoYo,spotify:album:4DNrAJNUdTB6vjDFs6P7u1,spotify:track:6mDj038JQMeXSZDPvt2aAZ,2.0
2654,2021-06-05 12:18,Oliver Schories,Packard Blomqvist Schories Sunrise Mix,13610,spotify:artist:0iTjLBepeGaLgZS18kxgRq,spotify:album:2N1lWGpmve4vfMTGeCk3At,spotify:track:68UiApRTyu4Trb5kwMgCd2,1.0
2655,2021-06-05 12:26,Booka Shade,Blaze Extended,415080,spotify:artist:2CKaDZ1Yo8YnWega9IeUzB,spotify:album:0yzwuCt5GjlnUgNDROF4ls,spotify:track:58iabqF6o0s28v262ycuUn,1.0
2656,2021-06-05 12:34,Jan Blomqvist,Time Again,501737,spotify:artist:5wMlMjOLeJfS5DfxqGfm83,spotify:album:4NhtNXqY9cfXLw6xW3mKvn,spotify:track:1yBGkMuZCL5JfRfRAUWzj1,1.0
2657,2021-06-05 12:38,Oliver Schories,Packard Nora En Pure Remix,250731,spotify:artist:0iTjLBepeGaLgZS18kxgRq,spotify:album:5PoGk4EwhBXqGZLbD1aCXU,spotify:track:6q8y9CRGqPCz4Waajo9zAS,1.0
2658,2021-06-05 12:43,Schiller,In Between,285506,spotify:artist:4tRSX1e4hJYjMNdl1TkINg,spotify:album:4Ksz20fxRjzHwRzy5Fcl22,spotify:track:5KMm0xpzwGkHQnTWSW8kPx,1.0
2659,2021-06-05 13:05,Jan Blomqvist,Big Jet Plane Animal Trainer Remix,400926,spotify:artist:5wMlMjOLeJfS5DfxqGfm83,spotify:album:0pkzFgmpIYTbUwVbn9hpdh,spotify:track:18mfe5YtwXeqhbuSABYVCK,1.0
2660,2021-06-05 13:09,Carnage,Together Jan Blomqvist Remix,249795,spotify:artist:7CCjtD0hCK005Bvg2WG1a7,spotify:album:3K4r1BiONiAywLVtliap2a,spotify:track:7nQkIGJWH7OE01YJXxLSbc,1.0
2661,2021-06-05 13:12,Booka Shade,Blaze,215875,spotify:artist:2CKaDZ1Yo8YnWega9IeUzB,spotify:album:0yzwuCt5GjlnUgNDROF4ls,spotify:track:3odvxxzdbwQ3eBY6TRiIHt,2.0
2662,2021-06-05 13:13,Jan Blomqvist,Live In Munich (Intro) Mixed,77599,spotify:artist:5wMlMjOLeJfS5DfxqGfm83,spotify:album:7cmsvdudNJ8lDULMVg7ZC2,spotify:track:6cVquCjWRlleKnI2LQ36Ds,1.0
2663,2021-06-05 13:17,Jan Blomqvist,A Bridge Over Novocaine (Live In Munich) Mixed,231678,spotify:artist:5wMlMjOLeJfS5DfxqGfm83,spotify:album:7cmsvdudNJ8lDULMVg7ZC2,spotify:track:6IubNC5R1KZm0ntMfZHclD,1.0
2664,2021-06-05 13:22,Jan Blomqvist,The Six Degrees Theory (Live In Munich) Mixed,244438,spotify:artist:5wMlMjOLeJfS5DfxqGfm83,spotify:album:7cmsvdudNJ8lDULMVg7ZC2,spotify:track:4GPjlo8YdZrkiJOJlqm4oC,1.0
2665,2021-06-05 13:27,Jan Blomqvist,Synth For The Devil (Live In Munich) Mixed,320099,spotify:artist:5wMlMjOLeJfS5DfxqGfm83,spotify:album:7cmsvdudNJ8lDULMVg7ZC2,spotify:track:6yRwSj2MDo5YnumTUwc8es,2.0
2666,2021-06-05 13:31,Jan Blomqvist,The Space In Between (Live In Munich) Mixed,204231,spotify:artist:5wMlMjOLeJfS5DfxqGfm83,spotify:album:7cmsvdudNJ8lDULMVg7ZC2,spotify:track:2kZ3bLZmRlstFtGiJgaqOX,1.0
2667,2021-06-06 03:24,EDX,SILLAGE,2770,spotify:artist:7GMot9WvBYqhhJz92vhBp6,spotify:album:7KPZHgbUpEH2W8gIb6bOgX,spotify:track:01p0P5yMqqXmUEKS6ok1be,6.0
2668,2021-06-06 03:29,Fluir,Higher Ground,32160,spotify:artist:6IFoeowhCM35LCilAWnWsR,spotify:album:7HQfTaPyN4f4oXlZ9CLRoZ,spotify:track:5mWpMKaUTrQqAjsYn3iRsI,14.0
2669,2021-06-06 03:29,Fluir,Same Flame,102860,spotify:artist:6IFoeowhCM35LCilAWnWsR,spotify:album:35IeCOqgGRNQ8WHLmnMOHO,spotify:track:3sG7bFPV0B6uQpYTGVCdu7,5.0
2670,2021-06-07 01:50,Pickle,Journey,69616,spotify:artist:3RuyFkjMNXXXabK3bH5DQt,spotify:album:0da81lurLzCIjqErPem52y,spotify:track:0ubvkQqkvL5v1dnujZcvmd,3.0
2671,2021-06-07 01:51,Moksi,Tidalwave,83071,spotify:artist:5jm3x1qIibWdKSEMw2G011,spotify:album:3vzNoyDqwgUj8E4fjPWA04,spotify:track:7wB5Ktf3MbsbNRgEDI5B80,2.0
2672,2021-06-07 01:54,John Summit,Beauty Sleep Vintage Culture Remix,200000,spotify:artist:7kNqXtgeIwFtelmRjWv205,spotify:album:2WIa4NnwJy9riAksmrPJgm,spotify:track:0RlkF6Eh8D2roCndK6Ks2k,2.0
2673,2021-06-07 01:58,Curbi,Breathe,219506,spotify:artist:2XiiUuK68XNdHaHOAF5hnT,spotify:album:0CAduLTnz4dhJUgindKLwh,spotify:track:2dyuozqGz5qOaC7xB11DGE,3.0
2674,2021-06-07 04:02,Biscits,Talk To Me,9035,spotify:artist:052B9SONfhoScw7dgYWw5o,spotify:album:7wqh8TtbHufeZmxvsXURsn,spotify:track:6uABa7vKOgFqXnwvk8NBr5,5.0
2675,2021-06-07 05:37,Biscits,Talk To Me,3522,spotify:artist:052B9SONfhoScw7dgYWw5o,spotify:album:7wqh8TtbHufeZmxvsXURsn,spotify:track:6uABa7vKOgFqXnwvk8NBr5,5.0
2676,2021-06-07 05:40,Biscits,Talk To Me,194096,spotify:artist:052B9SONfhoScw7dgYWw5o,spotify:album:7wqh8TtbHufeZmxvsXURsn,spotify:track:6uABa7vKOgFqXnwvk8NBr5,5.0
2677,2021-06-07 05:43,Sander van Doorn,What You Want,211428,spotify:artist:22bukBZvUppuwQwmDz75Gz,spotify:album:5sfrsRkI77TxW88EOIJUxC,spotify:track:6Z4HbJLm0TMDO8J3FzHE2X,2.0
2678,2021-06-07 05:46,Firebeatz,Show The Way,180466,spotify:artist:53YSn9tHwGJ6bq5P0gGoYo,spotify:album:4DNrAJNUdTB6vjDFs6P7u1,spotify:track:6mDj038JQMeXSZDPvt2aAZ,2.0
