,artistName,trackName,artist_uri,album_uri,track_uri,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
714,Michel Teló,Ai Se Eu Te Pego Ao Vivo,spotify:artist:1sDVuztNhGcetCLChkleDA,spotify:album:4urZPIaswCaFNXZoZ3adkw,spotify:track:46aIq2GKW7Vr6i4g2Vvycd,0.222,0.65,170493.0,0.947,0.0,11.0,0.979,-5.326,1.0,0.0717,96.035,4.0,0.694
715,J Balvin,Mi Gente,spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5,spotify:album:6qEjrLW2C4SujchwZWvi5g,spotify:track:0RXbxbsp6akNhSOSWQXc6q,0.0179,0.774,189440.0,0.687,1.15e-05,11.0,0.128,-4.818,0.0,0.0585,104.961,4.0,0.309
716,Zion & Lennox,La player (Bandolera),spotify:artist:21451j1KhjAiaYKflxBjr1,spotify:album:57BGq6lpz8RK1cqr2fPVIi,spotify:track:0VKkyBKCXyR99navhVRqcP,0.16,0.769,249609.0,0.838,0.0,2.0,0.0935,-5.238,1.0,0.0633,93.996,4.0,0.602
717,Daddy Yankee,Limbo,spotify:artist:4VMYDCV2IEDYJArk749S6m,spotify:album:2ojosY1zC3QipOmcqTEhs7,spotify:track:5AJWswuKsJcfeu1F7Hom5o,0.0754,0.805,224800.0,0.878,0.00329,7.0,0.0656,-3.826,1.0,0.0864,124.994,4.0,0.922
718,Nene Malo,Chetos y Cumbieros,spotify:artist:58UPAlQ4MRWEDLhfdP4VcN,spotify:album:4yYNMESzEFHZ0aJkUWGkVn,spotify:track:6EsuTkSB0cLNfeHnzxBUJS,0.341,0.852,177816.0,0.917,0.0,0.0,0.301,-0.799,0.0,0.113,100.991,4.0,0.963
719,Pitbull,El Taxi,spotify:artist:0TnOYISbd1XYRBk9myaseg,spotify:album:5PZWGWwRwA0PJCET9BwBAm,spotify:track:1LbGorB0xOfpiXQJFKB2Nd,0.12,0.869,249800.0,0.691,0.0,7.0,0.102,-6.872,1.0,0.192,95.019,4.0,0.875
720,Don Omar,Danza Kuduro,spotify:artist:33ScadVnbm2X8kkUqOkC6Z,spotify:album:6mGDfbDErYIJsmSewvccWm,spotify:track:2a1o6ZejUi8U3wzzOtCOYw,0.0846,0.4,198773.0,0.915,0.0,0.0,0.0503,-4.89,1.0,0.28,88.917,3.0,0.878
721,Daft Punk,Veridis Quo,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,spotify:album:2noRn2Aes5aoNVsU6iWThc,spotify:track:2LD2gT7gwAurzdQDQtILds,0.479,0.605,345187.0,0.687,0.949,9.0,0.104,-13.928,0.0,0.045,106.896,4.0,0.12
738,The Chemical Brothers,Got To Keep On,spotify:artist:1GhPHrq36VKCY3ucVaZCfo,spotify:album:7d1KwAPdMEBqCERVsKRUox,spotify:track:4vh6Rn6FVG4w79JmlZ5p7d,0.048,0.721,316680.0,0.867,0.125,6.0,0.0828,-6.209,0.0,0.0528,125.005,4.0,0.917
743,Kavinsky,Nightcall,spotify:artist:0UF7XLthtbSF2Eur7559oV,spotify:album:07nBld9enf1PyRysZAVSqJ,spotify:track:0U0ldCRmgCqhVvD6ksG63j,0.00842,0.532,258413.0,0.874,0.012,9.0,0.452,-5.183,0.0,0.0482,91.038,4.0,0.361
744,Moby,Natural Blues,spotify:artist:3OsRAKCvk37zwYcnzRf5XF,spotify:album:20D5amnSkO4pMI0v95BTGB,spotify:track:6W3JXK2lnuiZifQBWOx9nu,0.01,0.511,166988.0,0.677,0.000861,11.0,0.139,-6.633,0.0,0.031,113.966,4.0,0.394
746,Daft Punk,Make Love,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,spotify:album:1A2GTWGtFfWp7KSQTwWOyo,spotify:track:1WnXCfO6oIxG0TbJj29MqR,0.783,0.697,289680.0,0.548,0.841,1.0,0.132,-9.087,1.0,0.0561,133.005,4.0,0.977
747,Vitalic,Tu Conmigo,spotify:artist:4M84umUNRbZy1mJleyyRM9,spotify:album:1GMJI7IGfE1iU8EO4uRQQJ,spotify:track:0736ecsK67zf74RJ2ibusE,0.319,0.787,213120.0,0.867,0.691,7.0,0.098,-5.869,0.0,0.0635,102.996,4.0,0.822
749,The Blaze,She,spotify:artist:1Dt1UKLtrJIW1xxRBejjos,spotify:album:4Ekdf8v7lFV5c3zIdtpyjY,spotify:track:2u8GDlTkOd3bLSXJM8ZmXg,0.0334,0.698,218653.0,0.812,0.314,9.0,0.306,-8.964,0.0,0.0397,125.023,4.0,0.0408
750,Moby,In This World,spotify:artist:3OsRAKCvk37zwYcnzRf5XF,spotify:album:4GycWx4713dmHJfD327rFl,spotify:track:6Io6tce7nJaoDsve4dqDkY,0.012,0.58,242520.0,0.701,0.0181,4.0,0.302,-6.643,1.0,0.045,104.967,4.0,0.263
751,Daft Punk,Instant Crush (feat. Julian Casablancas),spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,spotify:album:4m2880jivSbbyEGAKfITCa,spotify:track:2cGxRwrMyEAp8dEbuZaVv6,0.0422,0.775,337560.0,0.585,0.619,10.0,0.077,-9.516,0.0,0.0271,109.942,4.0,0.518
752,Röyksopp,What Else Is There?,spotify:artist:5nPOO9iTcrs9k6yFffPxjH,spotify:album:2eU47WpN00mdTlgK2Svh7V,spotify:track:238vPTkV2cKupWDnAietb6,0.185,0.704,317092.0,0.927,0.108,9.0,0.325,-7.157,1.0,0.0436,114.994,4.0,0.342
753,Vitalic,Poison Lips,spotify:artist:4M84umUNRbZy1mJleyyRM9,spotify:album:2RlP2H89edcTGhVcpGPINj,spotify:track:1NJ1jm3uNRrF4JZHpaX1CD,0.00032,0.628,234240.0,0.918,0.66,10.0,0.103,-5.08,0.0,0.0411,126.32,4.0,0.508
754,Agar Agar,Youre High,spotify:artist:5TkylUv5ysSbNoawmn3PBj,spotify:album:598m6XZ9ZhTWeTqTJWd5gk,spotify:track:5iEORJwKfxlSw99IUXatJC,0.0175,0.613,270000.0,0.633,0.0817,9.0,0.118,-7.377,0.0,0.0266,107.009,4.0,0.493
757,Daft Punk,Revolution 909,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,spotify:album:5uRdvUR7xCnHmUW8n64n9y,spotify:track:5pgZpHqfv4TSomtkfGZGrG,0.0265,0.745,335027.0,0.716,0.846,11.0,0.246,-7.918,1.0,0.136,126.527,4.0,0.828
758,Croatia Squad,S.L.E.D.G.E. Short Edit,spotify:artist:3FAUGHLioXySQ1QTnCOWQC,spotify:album:5JwwAglKQITrZLQMfGnyyx,spotify:track:4fCYGbH6u7uofDv0CfzDBR,0.0023,0.723,206875.0,0.872,0.276,8.0,0.374,-3.398,1.0,0.0686,120.02,4.0,0.699
759,Bougenvilla,Stranger Things,spotify:artist:1I5pYXplsbqmHaVWlAEhla,spotify:album:3jV8LdHNdkr9BxkCMdj9BS,spotify:track:0xyuVt6beRsFbCJkbAaCjY,0.038,0.536,183750.0,0.915,0.0105,5.0,0.145,-3.039,0.0,0.0392,127.987,4.0,0.266
760,Tom Budin,Shake That,spotify:artist:1kwRrQDCpXpVliMDntpxCt,spotify:album:5aC5nHrE9TgiNAf3uvQMiV,spotify:track:3gGGSaoesLUfo2Ojtut3x9,0.00163,0.8,186387.0,0.672,0.765,11.0,0.0703,-10.88,0.0,0.0434,126.009,4.0,0.912
761,Mr. Belt & Wezol,Not Dancing,spotify:artist:19VDJ9IKyBSUMDJxLsasP6,spotify:album:1O5tGALZgYG6VHycsGKsIu,spotify:track:2ipTMqLLogZOwB3VXafqTR,0.0203,0.845,163109.0,0.709,1.31e-05,11.0,0.288,-5.588,0.0,0.0786,124.904,4.0,0.892
762,Ferreck Dawn,Caught In The Rain,spotify:artist:3cnAJv9gydgm52KFIsdvO8,spotify:album:49Q6nGh5yaOQ85ttYKA3XX,spotify:track:1GvyPmmkOxcrnLBjpgFBPX,0.0312,0.732,142800.0,0.89,0.000233,1.0,0.162,-7.021,0.0,0.0647,124.989,4.0,0.217
763,Matroda,Deep Inside 2020,spotify:artist:45lcbTsX07JWzmTIjcdyBz,spotify:album:7qq1UnrFglFTE9w2cUO5pU,spotify:track:5kHrTMIFqmZkuCkovsxRUs,0.00377,0.8,186542.0,0.902,0.265,1.0,0.123,-3.518,0.0,0.0648,124.002,4.0,0.23
764,Croatia Squad,Back to Life Short Edit,spotify:artist:3FAUGHLioXySQ1QTnCOWQC,spotify:album:5zVhR2AP7ZF7cNk7bknW0d,spotify:track:6TmbikwpALFf6nwfLE8Hzv,0.00859,0.79,212459.0,0.645,0.0153,7.0,0.419,-3.917,0.0,0.0566,121.99,4.0,0.626
765,MOGUAI,Hold On (feat. Cheat Codes) 2020 Edit,spotify:artist:4xgFgBZ7CRtgtHcziClOwQ,spotify:album:7ySWVfhfhHfUZHyCfbNWd7,spotify:track:2FGh2ref26EwA3Z5st5oHb,0.17,0.622,144910.0,0.802,0.0,9.0,0.263,-4.969,0.0,0.167,124.859,4.0,0.764
766,Curbi,Spiritual (Mriya) [feat. Brooke Tomlinson],spotify:artist:2XiiUuK68XNdHaHOAF5hnT,spotify:album:1WWroqRJpueMR97aNxQXtp,spotify:track:1GYW5YnYuoWiPw4ZB4V1lD,0.15,0.636,198750.0,0.806,0.0,8.0,0.0844,-4.751,1.0,0.0547,128.024,4.0,0.205
767,Chocolate Puma,You Are My Life,spotify:artist:5Aw0IGM5JS3FuTgtRsDWGA,spotify:album:4XdIx8D65ziUGCnmV4jl1W,spotify:track:51ecx8vfBmfo9maBzKDBfa,0.000185,0.529,184286.0,0.967,0.769,6.0,0.24,-4.937,1.0,0.0886,126.103,4.0,0.203
769,Croatia Squad,Get You Off Mark Lower Remix,spotify:artist:3FAUGHLioXySQ1QTnCOWQC,spotify:album:2AmEbhdDYSogLwwpDO76Wj,spotify:track:6GpWGkiDVYuQBIOXR850Bf,0.0281,0.922,288999.0,0.449,0.524,6.0,0.0342,-7.538,0.0,0.134,119.983,4.0,0.693
777,Los Teke Teke,El Teke Teke,spotify:artist:2aFsWgI7uUdQlJtR1OF5wl,spotify:album:3OeELD010Hp676BSutUjen,spotify:track:6m1cZ3G7Uu6kU3UfxqEjv1,0.238,0.897,180140.0,0.91,0.0,1.0,0.0675,-0.005,0.0,0.231,140.938,4.0,0.733
778,El Chevo,Metela Sacala,spotify:artist:2vC9dN2ebF9lBbAFlIUeL4,spotify:album:1IWoViU3wYy3dVcoMdNh93,spotify:track:3xaCZSSnVHUNIHQab4YdVz,0.000163,0.722,181983.0,0.868,0.0,10.0,0.0536,-4.948,0.0,0.0814,134.997,4.0,0.273
782,3BallMTY,Inténtalo (feat. América Sierra El Bebeto),spotify:artist:1MLs9allBZrajb5Dc4146L,spotify:album:4ldSAxBxxmdxlfoh81njb4,spotify:track:61aPpbJMAD5BjWkiHeX9R6,0.215,0.792,193533.0,0.917,3.28e-05,9.0,0.061,-5.01,1.0,0.0686,131.895,4.0,0.966
783,Wilo D New,Menea Tu Chapa,spotify:artist:7Mj6zJyAtVisnooOp1hlWF,spotify:album:3XHcqktZHNuuRjdLJqiGs0,spotify:track:7G6dxux3uUjSfQY7MP9J5W,0.0798,0.873,175334.0,0.924,0.44,0.0,0.0393,-1.781,1.0,0.0539,129.99,4.0,0.725
784,Ilegales,Chucuchá,spotify:artist:1hMa6SwU2t8eUEETAAbk9z,spotify:album:5UKWW8fo5JwmhJczeGMjAl,spotify:track:6eFrdLR3Np9mtHxKpmipWE,0.323,0.775,206960.0,0.868,0.00539,9.0,0.107,-5.665,0.0,0.04,141.991,4.0,0.975
785,Omega,Festival De Caretas,spotify:artist:1UjxAZqzphB1tsMb1aWBj0,spotify:album:6I4LkNZtmmTW9513f1veHc,spotify:track:6a6Veefcogef6egfsXwtW2,0.172,0.801,199105.0,0.907,0.0453,7.0,0.287,-5.732,1.0,0.0642,138.021,4.0,0.914
786,Los Teke Teke,Makina,spotify:artist:2aFsWgI7uUdQlJtR1OF5wl,spotify:album:5aXyg6eXBeIoff8AnYgvJC,spotify:track:58Peg1LVenZTRVdV5Kbrs5,0.137,0.745,193802.0,0.818,0.0,11.0,0.124,-11.237,0.0,0.0778,117.977,4.0,0.71
787,La Nueva Escuela,Dile,spotify:artist:7mcJN2bWqCv7jvykgHp4KN,spotify:album:1BbVT6D3cDNUvnC1kbuAF8,spotify:track:7iqssRzxNq4MgSLDCHoGWt,0.127,0.817,236286.0,0.779,0.0,11.0,0.0838,-1.033,1.0,0.0748,124.98,4.0,0.844
788,El General,Robi-Robs Boriqua Anthem,spotify:artist:1fqHLAKthJsVYcukjFrroK,spotify:album:5XWD8nYr65TU50RooHKPrc,spotify:track:1rX13rLlHSzCoWh3inVchh,0.00575,0.862,537480.0,0.921,0.000572,11.0,0.0901,-6.323,0.0,0.071,126.256,4.0,0.75
789,La Materialista,La Chapa Que Vibran,spotify:artist:4FMqE1IWlhufYw1x2zlKG6,spotify:album:1dovid8Cb5WCdaUCccteeh,spotify:track:6cFckWKvl4IrBmRZI995kG,0.319,0.665,215301.0,0.924,1.52e-05,1.0,0.0938,-2.577,1.0,0.198,126.485,4.0,0.668
791,Jowell & Randy,Se Acabó la Cuarentena,spotify:artist:4IMAo2UQchVFyPH24PAjUs,spotify:album:0Oe2Bh74rFWrYSvJVCeF8j,spotify:track:7kGDAuP9P8mT2epyDwbdDj,0.00127,0.886,166971.0,0.605,0.0167,6.0,0.0767,-4.311,1.0,0.109,122.052,4.0,0.646
792,Omega,Si Te Vas/Que Tengo Que Hacer Original Remix,spotify:artist:1UjxAZqzphB1tsMb1aWBj0,spotify:album:3eQlstvvO9KwC44StPIJep,spotify:track:0OyHCmkCp2qZJ44ZKB26fX,0.0645,0.853,245067.0,0.689,2.99e-06,10.0,0.0415,-5.364,0.0,0.0564,125.01,4.0,0.948
793,El Cata,Cotorra Y Voli,spotify:artist:52aHqEQZ802daFzuMHfcES,spotify:album:1HDIjqQAieIZll7jFUdrfH,spotify:track:3HAgkk9LqbG5Zb5yTrtaXi,0.352,0.737,185000.0,0.963,0.0,6.0,0.357,-1.461,0.0,0.0802,120.011,4.0,0.974
794,Sensato,Crazy People (Explicit),spotify:artist:7iJrDbKM5fEkGdm5kpjFzS,spotify:album:6xBqN8xCBLpvJrOSHhLbyw,spotify:track:1HWxC0zGOkn1MXRMmXR4ma,0.00874,0.925,196992.0,0.768,1.69e-06,1.0,0.244,-4.553,0.0,0.271,128.004,4.0,0.887
795,Sensato,Me Voy de Fiesta,spotify:artist:7iJrDbKM5fEkGdm5kpjFzS,spotify:album:1SHhcmhvPrlD7zWIzTpxya,spotify:track:0vzui5UzOav1ChAqoDUHrM,0.428,0.789,172774.0,0.669,0.0,0.0,0.0688,-8.467,1.0,0.214,141.027,4.0,0.86
796,Omega,Si Te Vas/Que Tengo Que Hacer Ferrante €uro Radio Edit,spotify:artist:1UjxAZqzphB1tsMb1aWBj0,spotify:album:3fXkCXoChBSgA2VaM2dUoW,spotify:track:28O3TqYsWsvOk0smVh3a2j,0.000775,0.697,245360.0,0.87,0.832,6.0,0.239,-5.27,1.0,0.0465,127.015,4.0,0.876
800,Shelow Shaq,Eh Que Toy Borracho,spotify:artist:658X86qMyJpSRY87oPvExU,spotify:album:5xx6swnRBN7pJIHJQLy6YR,spotify:track:4ZH4kRibAk24zpXpBQ25UJ,0.00699,0.741,263058.0,0.907,0.0,5.0,0.083,-4.292,0.0,0.127,128.97,4.0,0.916
802,Sensato,Que Lo Que,spotify:artist:7iJrDbKM5fEkGdm5kpjFzS,spotify:album:33nvZ9d9bQF3vUDAr9vgVF,spotify:track:5PGeKZIUcZVt893oJ5M3Co,0.121,0.638,234527.0,0.824,0.0,6.0,0.0827,-7.844,1.0,0.238,144.029,4.0,0.872
806,Rone,Bye Bye Macadam,spotify:artist:3Dw9w3jnmr58ocgxiwITcq,spotify:album:4wOVtHkQG6E190yK27b0hk,spotify:track:3joCfQaNHoW7xrh7dImwiN,0.107,0.593,265250.0,0.509,0.893,4.0,0.277,-12.042,0.0,0.0626,190.028,4.0,0.0769
821,Alan Walker,Diamond Heart,spotify:artist:7vk5e3vY1uw9plTHJAMwjN,spotify:album:3nzuGtN3nXARvvecier4K0,spotify:track:0nrWZWkJM62ftQJSI8fDc0,0.123,0.478,240333.0,0.633,0.0,0.0,0.41,-6.19,1.0,0.0345,89.909,4.0,0.287
822,Alvaro Soler,La Cintura,spotify:artist:2urF8dgLVfDjunO0pcHUEe,spotify:album:66IXFg1AukADK41CP0xANr,spotify:track:6VUJQqyeQhAZHkQbSDqLtI,0.0222,0.706,204667.0,0.844,0.0,6.0,0.355,-4.054,0.0,0.0737,100.005,4.0,0.762
828,Queen,We Will Rock You Remastered 2011,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,spotify:album:6Di4m5k1BtMJ0R44bWNutu,spotify:track:54flyrjcdnQdco7300avMJ,0.679,0.693,122067.0,0.497,0.0,2.0,0.258,-7.316,1.0,0.119,81.308,4.0,0.473
835,Fluir,Higher Ground,spotify:artist:6IFoeowhCM35LCilAWnWsR,spotify:album:7HQfTaPyN4f4oXlZ9CLRoZ,spotify:track:5mWpMKaUTrQqAjsYn3iRsI,0.00289,0.649,247000.0,0.901,0.541,8.0,0.279,-5.865,0.0,0.0404,116.011,4.0,0.727
836,Fluir,Only One,spotify:artist:6IFoeowhCM35LCilAWnWsR,spotify:album:0FYjBACfiZvkKISwwNlIw4,spotify:track:6GLENuIja1wJ7itRMyJP5C,0.00474,0.67,238640.0,0.825,0.0348,11.0,0.107,-5.893,0.0,0.0289,124.046,4.0,0.969
837,Fluir,Ive Gotta Have You,spotify:artist:6IFoeowhCM35LCilAWnWsR,spotify:album:36OrJINcJEeCmWVYBEXPp7,spotify:track:0cJNaYpWoaXLdssVUW1ZFa,0.0101,0.83,228289.0,0.704,0.000186,11.0,0.031,-3.926,0.0,0.0469,114.037,4.0,0.742
838,Fluir,Change,spotify:artist:6IFoeowhCM35LCilAWnWsR,spotify:album:2CEF9qznHTQVoifpparnG5,spotify:track:0Yfabr7V6p5rjl1YLWV11g,0.00722,0.585,222000.0,0.92,0.000511,6.0,0.2,-5.052,1.0,0.0646,110.037,4.0,0.162
839,Fluir,Feeling for You,spotify:artist:6IFoeowhCM35LCilAWnWsR,spotify:album:5ICCuTvu7nm93BEHZI2ert,spotify:track:4O5MkKFPJoW8ikJi1gfHNv,0.0805,0.699,210500.0,0.695,1.14e-05,5.0,0.188,-4.595,0.0,0.0383,99.981,4.0,0.56
840,Fluir,Same Flame,spotify:artist:6IFoeowhCM35LCilAWnWsR,spotify:album:35IeCOqgGRNQ8WHLmnMOHO,spotify:track:3sG7bFPV0B6uQpYTGVCdu7,0.00523,0.597,251829.0,0.803,0.465,7.0,0.108,-9.316,0.0,0.0282,121.998,4.0,0.156
843,FISHER,Stop It,spotify:artist:1VJ0briNOlXRtJUAzoUJdt,spotify:album:3fLyVygsOa9KL5OqdiX8Va,spotify:track:4qetR2UUyBeUrJ9DbYrpVQ,0.024,0.86,163790.0,0.824,0.657,8.0,0.205,-7.207,1.0,0.0518,124.016,4.0,0.87
847,Secondcity,I Wanna Feel,spotify:artist:2ew9JvyyuOGkhahuwdovDq,spotify:album:18hwLKK9KK28ceLoxjPCG3,spotify:track:5nrdOK0i7daIsDAt4zRbHM,0.0693,0.69,186067.0,0.895,0.00237,10.0,0.102,-6.305,0.0,0.0596,122.022,4.0,0.817
848,Riton,Fake ID,spotify:artist:7i9j813KFoSBMldGqlh2Z1,spotify:album:5wfam3DHsK7cduTO0VCHQB,spotify:track:4qq73N1TKocRaYGQS23b9u,0.21,0.746,246970.0,0.862,0.0363,8.0,0.225,-6.11,1.0,0.0776,122.011,4.0,0.604
851,Valentino Khan,Better,spotify:artist:0deIjoDjl9g9Zpw0sCIOHh,spotify:album:6cRnDSadmfU4WXwXhrQDb3,spotify:track:5xGcpnA8ACSipKcRcYioxh,0.00114,0.804,200000.0,0.922,0.221,8.0,0.0771,-5.678,1.0,0.0515,126.012,4.0,0.773
853,Love Regenerator,CP-1,spotify:artist:05KDKIpxshxrB9BMewaCBW,spotify:album:1cBRVvA8nvws9kXj04ql6a,spotify:track:3n5lR03MyGhK7mPV6YiB1u,0.0428,0.486,356267.0,0.819,0.695,10.0,0.11,-8.357,0.0,0.0966,127.979,4.0,0.0719
854,Joe Stone,Superstar,spotify:artist:4kwEd1P9j15ZqUVP5zK7Pv,spotify:album:3Vk0rIwjZbnuLojwgKfQD0,spotify:track:5gnXJhg3zGHWvrgplrVrxH,0.11,0.651,180000.0,0.753,0.0,3.0,0.249,-4.956,0.0,0.0518,123.954,4.0,0.355
855,Sonny Fodera,Moving Blind,spotify:artist:39B7ChWwrWDs7zXlsu3MoP,spotify:album:10DtcswMpnFySXwzUCefbq,spotify:track:4q3HaiHXHtwMtcj1GagJZL,0.0177,0.909,192984.0,0.884,0.000648,2.0,0.0764,-6.679,1.0,0.115,122.001,4.0,0.359
857,Fluir,Just Us,spotify:artist:6IFoeowhCM35LCilAWnWsR,spotify:album:3QTKUeiYHRQyXruQN2CgBg,spotify:track:1sxvxJnWyGuQGvEcIjZDDr,0.0533,0.579,216000.0,0.705,0.0479,9.0,0.107,-7.935,1.0,0.0406,121.027,4.0,0.134
858,Hosini,Froozen Mixed,spotify:artist:3DQ7WGIfJ4z4aQzNE1bNFF,spotify:album:7iaFvL7KQRmxzawipX1ck2,spotify:track:0WcUzhTFq1Z7BmZX0e8NTC,0.0233,0.333,321253.0,0.508,0.84,10.0,0.0874,-10.946,0.0,0.0332,117.947,4.0,0.0385
859,PBSR,Niebla Mixed,spotify:artist:1hcR66sinceJiPFq2AgCGs,spotify:album:7iaFvL7KQRmxzawipX1ck2,spotify:track:5ArsRKMLrPEZ21TyVo0acL,0.0525,0.477,219840.0,0.604,0.832,3.0,0.194,-10.635,0.0,0.0405,110.984,4.0,0.102
860,M83,Oblivion,spotify:artist:63MQldklfxkjYDoUE4Tppz,spotify:album:5O5pnKHDJrwvL6w9Ne1mka,spotify:track:79npfYK6N5RnBc1jiaoHCr,0.00317,0.399,356674.0,0.612,0.33,4.0,0.127,-7.814,0.0,0.0358,128.167,4.0,0.0567
861,Röyksopp,Monument,spotify:artist:5nPOO9iTcrs9k6yFffPxjH,spotify:album:3ZBCxww5l2GuPEtOmhP73N,spotify:track:616ddBwW0LpyhCpLE5BpIP,0.00604,0.51,286520.0,0.855,0.125,9.0,0.706,-6.858,0.0,0.0406,93.038,4.0,0.644
881,Polo & Pan,Dragon Pom Z,spotify:artist:45yEuthJ9yq1rNXAOpBnqM,spotify:album:7lJXrA1jzqGVpLUyLIYXLK,spotify:track:25KQ7BI8UIbWlyK9QqaTlr,0.372,0.789,317208.0,0.569,0.883,1.0,0.0577,-9.858,1.0,0.075,112.99,4.0,0.182
882,Data,Dont Sing (Polo Pan Remix),spotify:artist:75QkeG5yBHVCybZurCrMa8,spotify:album:7HGiUWfOslsBiDEeJkzy4V,spotify:track:3e4OoM7ltrDn63xcZccpj1,0.0231,0.77,311950.0,0.576,0.0124,1.0,0.0903,-5.42,1.0,0.038,103.993,4.0,0.339
883,The Atlas Collective,Alah alah ya lah Polocorps Slow Disco Edit,spotify:artist:6DVLH4ACLSLSli9MU5i828,spotify:album:7w9kjCVOmBskNfTUQNpn2z,spotify:track:7aMGkkJBIynh5fN3QhTApo,0.34,0.694,418506.0,0.741,0.728,2.0,0.106,-7.759,1.0,0.0307,93.017,4.0,0.154
884,Los Chunguitos,Dame Veneno,spotify:artist:5dRk8JyA2Tg9wL0iiTqbVu,spotify:album:5JE1BOI8sHjBt9OcXjnRjR,spotify:track:7r6WbN5M0RXj56xDxxlpmW,0.269,0.504,214267.0,0.817,0.084,10.0,0.269,-4.918,1.0,0.134,175.747,4.0,0.787
885,Nathy Peluso,Estoy Triste,spotify:artist:3VHAySZQPlfGlNLslzXYpN,spotify:album:0wJRHjnCyxwKkeY2zFRMUQ,spotify:track:19x3Lp647HKBB4j9ADzD9P,0.518,0.534,168011.0,0.647,0.000101,2.0,0.0868,-7.67,0.0,0.197,59.644,3.0,0.538
886,Nathy Peluso,La Sandunguera,spotify:artist:3VHAySZQPlfGlNLslzXYpN,spotify:album:0wJRHjnCyxwKkeY2zFRMUQ,spotify:track:3xQ254OSkFQBk1F69d3Gwc,0.043,0.623,205002.0,0.56,0.0,9.0,0.508,-7.463,1.0,0.386,78.176,1.0,0.746
888,Nathy Peluso,Ma Time,spotify:artist:3VHAySZQPlfGlNLslzXYpN,spotify:album:0wJRHjnCyxwKkeY2zFRMUQ,spotify:track:6krZB9r3v3ChBdbbUpoPSl,0.844,0.548,79625.0,0.357,0.757,0.0,0.126,-10.962,1.0,0.0289,100.245,4.0,0.511
890,Deorro,Bailar (feat. Elvis Crespo),spotify:artist:6VD4UEUPvtsemqD3mmTqCR,spotify:album:1J6b7W1nSHH7BObK8zIoEY,spotify:track:1HCw8XKtTgWWU3JlEUR0qQ,0.0637,0.793,137661.0,0.848,0.226,9.0,0.0647,-5.327,1.0,0.121,128.104,4.0,0.455
891,Deorro,Perdoname,spotify:artist:6VD4UEUPvtsemqD3mmTqCR,spotify:album:2SCYiwiGTi6GStDDXzvshz,spotify:track:6O9Ae183gg3Y1cgPdbjwDz,0.000926,0.855,270054.0,0.856,0.00271,9.0,0.959,-2.574,0.0,0.105,127.989,4.0,0.516
893,Deorro,Bailar (feat. Pitbull Elvis Crespo),spotify:artist:6VD4UEUPvtsemqD3mmTqCR,spotify:album:4B9rebPNPxXJBVsyAODHVf,spotify:track:5cHxDBXxQqvt6SgxQCx1Cs,0.0249,0.75,160305.0,0.891,6.48e-06,9.0,0.0569,-3.738,1.0,0.227,128.065,4.0,0.553
895,Deorro,Rise and Shine,spotify:artist:6VD4UEUPvtsemqD3mmTqCR,spotify:album:1J6b7W1nSHH7BObK8zIoEY,spotify:track:7siCapq5ZwC8UkLeIGvxbc,0.00257,0.818,206228.0,0.684,0.525,1.0,0.112,-7.458,1.0,0.0984,128.002,4.0,0.467
896,Dimitri Vegas & Like Mike,Say My Name,spotify:artist:73jBynjsVtofjRpdpRAJGk,spotify:album:4r6DqAydqQCcOs1JiVmRSZ,spotify:track:3GYlQmwfBDo7imFyGPhrl7,0.0703,0.729,159536.0,0.788,0.0,10.0,0.115,-4.832,0.0,0.0908,118.039,4.0,0.857
897,Rigoberta Bandini,Too Many Drugs I Love Gigi Remix,spotify:artist:7DOERbtkx9aTLvWzZSB0qx,spotify:album:0rxzWhWCDgcsZUN8RSvxwt,spotify:track:5yzwLODNDBvvOVx19njQjG,0.000247,0.625,298125.0,0.669,0.849,9.0,0.34,-8.352,1.0,0.0251,127.999,4.0,0.448
898,Rigoberta Bandini,Perra,spotify:artist:7DOERbtkx9aTLvWzZSB0qx,spotify:album:7M1SPgEQCGfYjyDfpfmAKh,spotify:track:5Q27cpHUDQPttnB0xH7oBh,0.0188,0.737,216491.0,0.627,0.00305,9.0,0.23,-9.631,1.0,0.0911,115.086,4.0,0.598
900,Bon Entendeur,Le temps est bon,spotify:artist:2lwjwKfYZCuPEJOo8t32CD,spotify:album:2i05vSN6Qp14HGI4fc1M14,spotify:track:2U5kSevItDmL0XzSDyemRp,0.237,0.573,203160.0,0.679,6.82e-05,3.0,0.375,-5.693,1.0,0.079,98.085,4.0,0.583
901,Møme,Moves (With Ricky Ducati),spotify:artist:4lDXfIznmGueBgTjI3qGUX,spotify:album:5wX2uxnrx2KpVEz2enYGD2,spotify:track:4BuBEImggjvub3wjHOX8fx,0.0957,0.602,218267.0,0.495,0.0,0.0,0.0988,-8.209,1.0,0.0266,124.935,4.0,0.199
